forecast,realized,date,asset_id,model
0.0,-0.004668,2022-01-03,10107,zero
0.0,0.00273,2022-01-03,14542,zero
0.0,0.025004,2022-01-03,14593,zero
0.0,0.022118,2022-01-03,84788,zero
0.0,0.135317,2022-01-03,93436,zero
0.0,-0.017147,2022-01-04,10107,zero
0.0,-0.004536,2022-01-04,14542,zero
0.0,-0.012692,2022-01-04,14593,zero
0.0,-0.016916,2022-01-04,84788,zero
0.0,-0.041833,2022-01-04,93436,zero
0.0,-0.038388,2022-01-05,10107,zero
0.0,-0.04683,2022-01-05,14542,zero
0.0,-0.0266,2022-01-05,14593,zero
0.0,-0.018893,2022-01-05,84788,zero
0.0,-0.053471,2022-01-05,93436,zero
0.0,-0.007902,2022-01-06,10107,zero
0.0,-0.000745,2022-01-06,14542,zero
0.0,-0.016693,2022-01-06,14593,zero
0.0,-0.006711,2022-01-06,84788,zero
0.0,-0.021523,2022-01-06,93436,zero
0.0,0.00051,2022-01-07,10107,zero
0.0,-0.003973,2022-01-07,14542,zero
0.0,0.000988,2022-01-07,14593,zero
0.0,-0.004288,2022-01-07,84788,zero
0.0,-0.035447,2022-01-07,93436,zero
0.0,0.000732,2022-01-10,10107,zero
0.0,0.011456,2022-01-10,14542,zero
0.0,0.000116,2022-01-10,14593,zero
0.0,-0.00657,2022-01-10,84788,zero
0.0,0.030342,2022-01-10,93436,zero
0.0,0.002259,2022-01-11,10107,zero
0.0,0.010417,2022-01-11,14542,zero
0.0,0.016784,2022-01-11,14593,zero
0.0,0.024002,2022-01-11,84788,zero
0.0,0.005935,2022-01-11,93436,zero
0.0,0.010445,2022-01-12,10107,zero
0.0,0.011645,2022-01-12,14542,zero
0.0,0.00257,2022-01-12,14593,zero
0.0,-0.000937,2022-01-12,84788,zero
0.0,0.03929,2022-01-12,93436,zero
0.0,-0.042323,2022-01-13,10107,zero
0.0,-0.017769,2022-01-13,14542,zero
0.0,-0.019028,2022-01-13,14593,zero
0.0,-0.02417,2022-01-13,84788,zero
0.0,-0.067491,2022-01-13,93436,zero
